"fiscal_year","fiscal_period","cost_center_id","gl_account","actual_amount","budget_amount","variance_amount","variance_pct"
2024,5,"CC0002","710000","3464.53","3857.33","-392.80","-0.10183209629458718855"
2024,5,"CC0002","720000","4061.26","3968.76","92.50","0.02330702788780374727"
2024,5,"CC0002","730000","5654.46","4959.01","695.45","0.14023968493711446438"
2024,5,"CC0003","600000","1948.69","1664.15","284.54","0.17098218309647567827"
2024,5,"CC0003","601000","1802.07","1811.33","-9.26","-0.00511226557281113878"
2024,5,"CC0003","602000","1827.52","2103.68","-276.16","-0.13127471858837846060"
2024,5,"CC0003","610000","2664.08","2448.88","215.20","0.08787690699421776486"
2024,5,"CC0003","611000","2524.99","2538.79","-13.80","-0.00543566029486487658"
2024,5,"CC0003","620000","3237.99","2968.05","269.94","0.09094860261788042654"
2024,5,"CC0003","630000","3228.66","3269.86","-41.20","-0.01259992782565614430"
2024,5,"CC0003","640000","3153.81","3345.04","-191.23","-0.05716822519312175639"
2024,5,"CC0003","650000","3400.15","3631.76","-231.61","-0.06377348723483930656"
2024,5,"CC0003","660000","3387.93","3820.51","-432.58","-0.11322572117335120180"
2024,5,"CC0003","670000","3676.55","3881.26","-204.71","-0.05274318133801909689"
2024,5,"CC0003","680000","3872.75","4066.48","-193.73","-0.04764071137691566170"
2024,5,"CC0003","700000","9589.32","11558.58","-1969.26","-0.17037213913819863686"
2024,5,"CC0003","701000","10972.59","10749.24","223.35","0.02077821315739531353"
2024,5,"CC0003","702000","11455.98","12820.31","-1364.33","-0.10641942355528064454"
2024,5,"CC0003","710000","6233.10","5264.89","968.21","0.18389937871446506955"
2024,5,"CC0003","720000","3690.76","4798.63","-1107.87","-0.23087214475798300765"
2024,5,"CC0003","730000","4935.95","4634.83","301.12","0.06496894168718162263"
2024,5,"CC0004","600000","1386.74","1797.47","-410.73","-0.22850450911559024629"
2024,5,"CC0004","601000","2404.24","2065.06","339.18","0.16424704366943333366"
2024,5,"CC0004","602000","2201.38","2278.26","-76.88","-0.03374505104772940753"
2024,5,"CC0004","610000","2253.19","2704.46","-451.27","-0.16686140671335497659"
2024,5,"CC0004","611000","2436.06","2617.29","-181.23","-0.06924337769219306993"
2024,5,"CC0004","620000","2413.50","2680.59","-267.09","-0.09963851241704251676"
2024,5,"CC0004","630000","2594.66","3239.05","-644.39","-0.19894413485435544373"
2024,5,"CC0004","650000","2844.23","3344.24","-500.01","-0.14951379087625290051"
2024,5,"CC0004","660000","2913.39","3702.07","-788.68","-0.21303757087251186498"
2024,5,"CC0004","680000","3511.22","4113.62","-602.40","-0.14644036153071990121"
2024,5,"CC0004","700000","9523.01","11694.12","-2171.11","-0.18565826244300554467"
2024,5,"CC0004","702000","9112.72","12011.44","-2898.72","-0.24132993213136809575"
2024,5,"CC0004","710000","3931.51","4960.31","-1028.80","-0.20740639193921347658"
2024,5,"CC0004","720000","3905.13","4992.72","-1087.59","-0.21783516800461471903"
2024,5,"CC0004","730000","6070.64","6105.93","-35.29","-0.00577962734587523932"
2024,5,"CC0005","600000","2463.87","1937.73","526.14","0.27152389651809075568"
2024,5,"CC0005","601000","2558.35","2420.87","137.48","0.05678950129498899156"
2024,5,"CC0005","602000","2920.36","2437.64","482.72","0.19802760046602451552"
2024,5,"CC0005","610000","2629.92","2664.60","-34.68","-0.01301508669218644449"
2024,5,"CC0005","611000","3571.10","2867.19","703.91","0.24550518103090482319"
2024,5,"CC0005","620000","4206.02","3547.55","658.47","0.18561260588293329199"
2024,5,"CC0005","630000","3512.47","2728.13","784.34","0.28750096219754923702"
2024,5,"CC0005","650000","4072.89","3646.13","426.76","0.11704464733841086302"
2024,5,"CC0005","660000","4715.90","4047.48","668.42","0.16514473203079446965"
2024,5,"CC0005","680000","5079.31","4675.31","404.00","0.08641138234683903313"
2024,5,"CC0005","702000","14025.96","14065.06","-39.10","-0.00277993837210790427"
2024,5,"CC0005","710000","5667.55","5846.97","-179.42","-0.03068597923368856006"
2024,5,"CC0005","720000","6491.74","5783.34","708.40","0.12248977234608375091"
2024,5,"CC0005","730000","5406.90","5626.30","-219.40","-0.03899543216678812008"
2024,5,"CC0006","600000","2134.70","2211.47","-76.77","-0.03471446594346746734"
2024,5,"CC0006","601000","1750.17","2361.68","-611.51","-0.25893008366925239660"
2024,5,"CC0006","602000","2662.81","2587.66","75.15","0.02904168244668928685"
2024,5,"CC0006","610000","3108.27","3167.72","-59.45","-0.01876744156680514692"
2024,5,"CC0006","611000","2466.49","2476.28","-9.79","-0.00395351091152858320"
2024,5,"CC0006","630000","3582.09","3233.73","348.36","0.10772699019398651093"
2024,5,"CC0006","640000","3473.52","3741.67","-268.15","-0.07166586043130473826"
2024,5,"CC0006","650000","3994.98","3575.59","419.39","0.11729253074317804894"
2024,5,"CC0006","660000","4261.17","3972.44","288.73","0.07268328785330930108"
2024,5,"CC0006","670000","4349.72","5454.93","-1105.21","-0.20260754950109350624"
2024,5,"CC0006","680000","6376.93","5497.74","879.19","0.15991843921320397109"
2024,5,"CC0006","702000","12231.41","12528.09","-296.68","-0.02368118364411494490"
2024,5,"CC0006","710000","6223.73","5736.66","487.07","0.08490480523510195828"
2024,5,"CC0006","720000","4913.93","5555.28","-641.35","-0.11544872625682233839"
2024,5,"CC0006","730000","6560.81","6240.98","319.83","0.05124675932305503302"
2024,5,"CC0007","600000","2016.34","1940.56","75.78","0.03905058333676876778"
2024,5,"CC0007","601000","2620.38","2335.65","284.73","0.12190610750754607925"
2024,5,"CC0007","602000","2630.45","2781.78","-151.33","-0.05440041987504403655"
2024,5,"CC0007","610000","3220.05","3099.12","120.93","0.03902075427863393479"
2024,5,"CC0007","611000","3259.01","3382.03","-123.02","-0.03637460341865684219"
2024,5,"CC0007","630000","4017.26","4055.94","-38.68","-0.00953663022628539870"
2024,5,"CC0007","640000","5867.80","4263.64","1604.16","0.37624189659539736000"
2024,5,"CC0007","650000","4357.43","4316.32","41.11","0.00952431701078696668"
2024,5,"CC0007","660000","3699.43","4077.31","-377.88","-0.09267875143170374585"
2024,5,"CC0007","670000","5712.74","4985.21","727.53","0.14593768366829080420"
2024,5,"CC0007","680000","5723.13","5355.81","367.32","0.06858346356573515491"
2024,5,"CC0007","700000","18897.77","16066.64","2831.13","0.17621170325593901401"
2024,5,"CC0007","701000","17205.63","14702.70","2502.93","0.17023607908751453815"
2024,5,"CC0007","710000","6830.26","7104.58","-274.32","-0.03861171244464838175"
2024,5,"CC0007","720000","8966.11","7420.59","1545.52","0.20827454420740129828"
2024,5,"CC0007","730000","4642.65","6020.48","-1377.83","-0.22885716753481449984"
2024,5,"CC0008","600000","2142.40","2181.70","-39.30","-0.01801347572993537150"
2024,5,"CC0008","601000","3288.67","2946.44","342.23","0.11615033735626722418"
2024,5,"CC0008","602000","2497.36","2664.37","-167.01","-0.06268273550595450332"
2024,5,"CC0008","610000","2901.91","2850.72","51.19","0.01795686703709939945"
2024,5,"CC0008","611000","3549.42","3330.46","218.96","0.06574467190718399260"
2024,5,"CC0008","630000","4348.51","3986.75","361.76","0.09074057816517213269"
2024,5,"CC0008","640000","4531.22","4065.14","466.08","0.11465287788366452324"
2024,5,"CC0008","650000","4079.99","4313.45","-233.46","-0.05412372926543717906"
2024,5,"CC0008","660000","3977.03","4509.99","-532.96","-0.11817321102707544806"
2024,5,"CC0008","670000","5493.82","5250.62","243.20","0.04631833954847237088"
2024,5,"CC0008","680000","6124.24","5789.27","334.97","0.05786049018270006408"
2024,5,"CC0008","701000","13863.11","14986.61","-1123.50","-0.07496692047100711902"
2024,5,"CC0008","710000","5845.32","5796.47","48.85","0.00842754297011802011"
2024,5,"CC0008","720000","6620.87","5808.07","812.80","0.13994321693781238862"
2024,5,"CC0008","730000","5719.46","5796.78","-77.32","-0.01333843961647673363"
2024,5,"CC0009","600000","2064.62","2249.42","-184.80","-0.08215451094059802082"
2024,5,"CC0009","601000","3455.64","3074.55","381.09","0.12394984631897350832"
2024,5,"CC0009","602000","3209.39","3061.59","147.80","0.04827556923036722749"
2024,5,"CC0009","610000","3544.47","3712.57","-168.10","-0.04527860754140662668"
2024,5,"CC0009","611000","4867.97","3778.02","1089.95","0.28849767867824945342"
2024,5,"CC0009","620000","3180.62","3665.66","-485.04","-0.13231996420835538484"
2024,5,"CC0009","630000","3658.94","4420.84","-761.90","-0.17234281267813356738"
2024,5,"CC0009","650000","3460.30","4605.50","-1145.20","-0.24865921181196395614"
2024,5,"CC0009","660000","5033.34","5350.08","-316.74","-0.05920285304144984748"
2024,5,"CC0009","670000","5383.50","5175.48","208.02","0.04019337336826729115"
2024,5,"CC0009","680000","3388.17","5193.57","-1805.40","-0.34762215585810916191"
2024,5,"CC0009","700000","18308.18","16107.28","2200.90","0.13664007827516501855"
2024,5,"CC0009","701000","12548.93","15713.21","-3164.28","-0.20137705790223639855"
2024,5,"CC0009","710000","6734.91","7190.44","-455.53","-0.06335217316325565612"
2024,5,"CC0009","720000","7178.38","7523.75","-345.37","-0.04590397075926233594"
2024,5,"CC0009","730000","8681.71","8388.21","293.50","0.03498958657448967062"
2024,5,"CC0010","600000","3027.69","2885.65","142.04","0.04922287872749640462"
2024,5,"CC0010","601000","2872.48","2691.80","180.68","0.06712237164722490527"
2024,5,"CC0010","602000","2530.51","3669.83","-1139.32","-0.31045579768000152596"
2024,5,"CC0010","610000","3357.66","3391.78","-34.12","-0.01005961471557707163"
2024,5,"CC0010","611000","4508.04","4172.11","335.93","0.08051801127007677171"
2024,5,"CC0010","620000","3863.55","4021.18","-157.63","-0.03919993633709508154"
2024,5,"CC0010","630000","4151.07","3820.41","330.66","0.08655091992744234258"
2024,5,"CC0010","640000","4833.55","4178.73","654.82","0.15670311314681733445"
2024,5,"CC0010","650000","5813.61","5475.65","337.96","0.06172052633020737264"
2024,5,"CC0010","660000","3444.15","6044.46","-2600.31","-0.43019723846298924966"
2024,5,"CC0010","670000","5621.36","5836.06","-214.70","-0.03678851828116914494"
2024,5,"CC0010","680000","5483.21","5657.86","-174.65","-0.03086856161163408073"
2024,5,"CC0010","702000","19964.94","21053.36","-1088.42","-0.05169816124362097071"
2024,5,"CC0010","710000","6867.92","6959.25","-91.33","-0.01312354061141646011"
2024,5,"CC0010","720000","7829.77","8149.85","-320.08","-0.03927434247256084468"
2024,5,"CC0010","730000","9990.75","7915.76","2074.99","0.26213402124369612015"
2024,5,"CC0011","600000","3178.09","2924.10","253.99","0.08686091446940939092"
2024,5,"CC0011","601000","3102.48","2962.60","139.88","0.04721528387227435361"
2024,5,"CC0011","602000","3949.58","3382.47","567.11","0.16766150180193763729"
2024,5,"CC0011","610000","4342.20","3684.99","657.21","0.17834783812167739940"
2024,5,"CC0011","611000","3284.42","3772.38","-487.96","-0.12935070167904611943"
2024,5,"CC0011","620000","5593.09","4593.33","999.76","0.21765472979298243322"
2024,5,"CC0011","630000","4939.27","4912.31","26.96","0.00548825298077686465"
2024,5,"CC0011","650000","7169.53","5955.22","1214.31","0.20390682460093833645"
2024,5,"CC0011","660000","6087.60","5490.12","597.48","0.10882822233393805600"
2024,5,"CC0011","670000","6485.34","5684.82","800.52","0.14081712349731389912"
2024,5,"CC0011","680000","7250.53","6318.52","932.01","0.14750447889695688231"
2024,5,"CC0011","701000","14477.20","19082.41","-4605.21","-0.24133272474493525713"
2024,5,"CC0011","710000","11026.40","8326.19","2700.21","0.32430319269677967954"
2024,5,"CC0011","720000","8165.21","6547.88","1617.33","0.24700055590511738150"
2024,5,"CC0011","730000","6659.29","6918.40","-259.11","-0.03745230111008325624"
2024,5,"CC0012","600000","3362.96","3063.36","299.60","0.09780110728089418155"
2024,5,"CC0012","601000","4024.34","3234.39","789.95","0.24423461610999291984"
2024,5,"CC0012","602000","3744.72","3628.93","115.79","0.03190747685957017633"
2024,5,"CC0012","610000","3618.97","3483.01","135.96","0.03903520231064510294"
2024,5,"CC0012","611000","3782.50","4227.42","-444.92","-0.10524622583041192973"
2024,5,"CC0012","620000","5589.20","4875.72","713.48","0.14633325949808438549"
2024,5,"CC0012","630000","5731.90","4979.64","752.26","0.15106714541613449968"
2024,5,"CC0012","650000","4956.52","5414.12","-457.60","-0.08451973727955789676"
2024,5,"CC0012","660000","6239.67","4919.42","1320.25","0.26837513365396733761"
2024,5,"CC0012","670000","7878.38","6692.21","1186.17","0.17724638049314053205"
2024,5,"CC0012","680000","6493.38","5774.24","719.14","0.12454279697414724708"
2024,5,"CC0012","700000","21558.78","16807.24","4751.54","0.28270792824996846597"
2024,5,"CC0012","701000","17914.47","19509.00","-1594.53","-0.08173304628632938644"
2024,5,"CC0012","702000","17896.30","16188.44","1707.86","0.10549873860606704537"
2024,5,"CC0012","710000","8329.58","8353.64","-24.06","-0.00288018157354159384"
2024,5,"CC0012","720000","11144.86","8801.81","2343.05","0.26620092912707727161"
2024,5,"CC0012","730000","10049.20","8466.44","1582.76","0.18694516231143195960"
2024,6,"CC0001","600000","1644.30","1211.93","432.37","0.35676152913122045003"
2024,6,"CC0001","601000","1216.18","1555.18","-339.00","-0.21798119831787960236"
2024,6,"CC0001","602000","2787.35","2051.99","735.36","0.35836431951422765218"
2024,6,"CC0001","610000","1555.82","1591.02","-35.20","-0.02212417191487222034"
2024,6,"CC0001","611000","2120.55","2161.71","-41.16","-0.01904048184076494997"
2024,6,"CC0001","630000","2438.59","2745.31","-306.72","-0.11172508751288561219"
2024,6,"CC0001","640000","2838.64","2846.28","-7.64","-0.00268420534873589387"
2024,6,"CC0001","650000","2432.55","3067.83","-635.28","-0.20707796716245685061"
2024,6,"CC0001","660000","4033.02","3570.23","462.79","0.12962470205000798268"
2024,6,"CC0001","680000","2978.71","3573.06","-594.35","-0.16634201496756281731"
2024,6,"CC0001","700000","10021.68","10650.30","-628.62","-0.05902368947353595673"
2024,6,"CC0001","702000","9725.34","10653.95","-928.61","-0.08716109987375574318"
2024,6,"CC0001","710000","3130.55","3657.58","-527.03","-0.14409254206333149241"
2024,6,"CC0001","720000","3390.01","4437.88","-1047.87","-0.23611949849928344164"
2024,6,"CC0001","730000","4899.15","4887.07","12.08","0.00247182872355010262"
2024,6,"CC0002","600000","2087.44","1688.11","399.33","0.23655448993252809355"
2024,6,"CC0002","601000","1862.93","1609.18","253.75","0.15768900930908910128"
2024,6,"CC0002","602000","3057.62","2017.38","1040.24","0.51563909625355659321"
2024,6,"CC0002","610000","2614.99","2364.09","250.90","0.10612963127461306465"
2024,6,"CC0002","611000","1594.07","2061.24","-467.17","-0.22664512623469367953"
2024,6,"CC0002","630000","3674.52","3011.09","663.43","0.22032885101408460059"
2024,6,"CC0002","640000","3353.15","3106.96","246.19","0.07923822643355562994"
2024,6,"CC0002","650000","3977.23","3678.19","299.04","0.08130085721509764313"
2024,6,"CC0002","660000","2775.83","3523.23","-747.40","-0.21213488758894537115"
2024,6,"CC0002","670000","7684.23","4368.51","3315.72","0.75900478652904537245"
2024,6,"CC0002","680000","4310.48","3719.32","591.16","0.15894303259735650603"
2024,6,"CC0002","700000","10218.94","10971.31","-752.37","-0.06857613174725716437"
2024,6,"CC0002","702000","12368.42","10681.58","1686.84","0.15792045746041315985"
2024,6,"CC0002","710000","6503.98","5402.94","1101.04","0.20378534649653707056"
2024,6,"CC0002","720000","5066.75","4878.62","188.13","0.03856213437406479701"
2024,6,"CC0002","730000","5329.29","4658.47","670.82","0.14400006869208130566"
2024,6,"CC0003","600000","1551.27","1917.84","-366.57","-0.19113690401701914654"
2024,6,"CC0003","601000","1922.86","1979.70","-56.84","-0.02871142092236197404"
2024,6,"CC0003","602000","1948.38","2162.70","-214.32","-0.09909834928561520322"
2024,6,"CC0003","610000","2813.99","2526.33","287.66","0.11386477617730066935"
2024,6,"CC0003","611000","2709.59","2356.22","353.37","0.14997326225904202494"
2024,6,"CC0003","630000","3381.05","3224.29","156.76","0.04861845553594744890"
2024,6,"CC0003","640000","3236.74","3380.00","-143.26","-0.04238461538461538462"
2024,6,"CC0003","650000","3300.76","3364.31","-63.55","-0.01888946024593453041"
2024,6,"CC0003","660000","4345.24","3529.68","815.56","0.23105777294258969652"
2024,6,"CC0003","670000","3913.61","3810.14","103.47","0.02715648243896549733"
2024,6,"CC0003","680000","3417.52","3975.48","-557.96","-0.14035034763097789449"
2024,6,"CC0003","701000","14662.41","12884.04","1778.37","0.13802891018655639070"
2024,6,"CC0003","710000","5141.13","5089.26","51.87","0.01019205149668124639"
2024,6,"CC0003","720000","4606.41","4686.14","-79.73","-0.01701400299606925956"
2024,6,"CC0003","730000","5220.64","5930.52","-709.88","-0.11969945299906247681"
2024,6,"CC0004","600000","2004.41","2116.13","-111.72","-0.05279448805130119605"
2024,6,"CC0004","601000","2435.91","2315.87","120.04","0.05183365214800485347"
2024,6,"CC0004","602000","1719.82","2089.09","-369.27","-0.17676117352531485001"
2024,6,"CC0004","610000","2078.97","2776.24","-697.27","-0.25115624009451632424"
2024,6,"CC0004","611000","2583.04","2921.60","-338.56","-0.11588170865279299014"
2024,6,"CC0004","620000","2505.77","3050.40","-544.63","-0.17854379753474954104"
2024,6,"CC0004","630000","2868.06","3378.47","-510.41","-0.15107726278463328075"
2024,6,"CC0004","640000","3515.85","3558.90","-43.05","-0.01209643429149456293"
2024,6,"CC0004","650000","3534.63","3822.56","-287.93","-0.07532386672805659035"
2024,6,"CC0004","660000","4595.07","4428.99","166.08","0.03749839128108214288"
2024,6,"CC0004","670000","3052.36","3227.67","-175.31","-0.05431472238487825583"
2024,6,"CC0004","680000","3155.07","4302.60","-1147.53","-0.26670617766001952308"
2024,6,"CC0004","700000","9516.79","10641.54","-1124.75","-0.10569428860860364195"
2024,6,"CC0004","701000","14354.05","14276.73","77.32","0.00541580600039364756"
2024,6,"CC0004","710000","4556.86","5463.48","-906.62","-0.16594185390996214867"
2024,6,"CC0004","720000","3055.29","5140.31","-2085.02","-0.40562145084634973377"
2024,6,"CC0004","730000","5560.81","5462.77","98.04","0.01794693900713374350"
2024,6,"CC0005","600000","2446.56","2305.51","141.05","0.06117952210140055779"
2024,6,"CC0005","601000","2908.37","2204.36","704.01","0.31937160899308642871"
2024,6,"CC0005","602000","2821.19","2641.13","180.06","0.06817536433269093153"
2024,6,"CC0005","610000","2937.33","2371.93","565.40","0.23837128414413578816"
2024,6,"CC0005","611000","3564.49","3483.82","80.67","0.02315561653587154331"
2024,6,"CC0005","630000","3957.29","3465.87","491.42","0.14178835328503377218"
2024,6,"CC0005","640000","3524.56","3335.74","188.82","0.05660513109534915791"
2024,6,"CC0005","650000","4893.64","4380.99","512.65","0.11701692996331879324"
2024,6,"CC0005","660000","3946.75","4134.90","-188.15","-0.04550291421799801688"
2024,6,"CC0005","680000","4473.19","4544.01","-70.82","-0.01558535302519140583"
2024,6,"CC0005","701000","17115.60","14191.88","2923.72","0.20601357959621981020"
2024,6,"CC0005","702000","18752.35","14543.77","4208.58","0.28937338805550417808"
2024,6,"CC0005","710000","5187.60","5934.35","-746.75","-0.12583517992703497434"
2024,6,"CC0005","720000","6798.37","5743.75","1054.62","0.18361175190424374320"
2024,6,"CC0005","730000","7196.41","7288.81","-92.40","-0.01267696647326518321"
2024,6,"CC0006","600000","2047.73","1923.41","124.32","0.06463520518246239751"
2024,6,"CC0006","601000","3329.87","2705.96","623.91","0.23056881845999201762"
2024,6,"CC0006","602000","3240.78","3014.05","226.73","0.07522436588643187737"
2024,6,"CC0006","610000","2792.04","2772.64","19.40","0.00699694154307807721"
2024,6,"CC0006","611000","3937.04","3811.02","126.02","0.03306726283252252678"
2024,6,"CC0006","620000","4733.97","3764.33","969.64","0.25758634338647249311"
2024,6,"CC0006","630000","4119.72","3760.11","359.61","0.09563815952192887974"
2024,6,"CC0006","640000","3835.63","3943.25","-107.62","-0.02729220820389272808"
2024,6,"CC0006","650000","4583.68","4402.56","181.12","0.04113970053786887629"
2024,6,"CC0006","660000","5300.29","5035.47","264.82","0.05259092001342476472"
2024,6,"CC0006","670000","5155.37","4437.63","717.74","0.16173948706854785099"
2024,6,"CC0006","680000","8587.00","5378.15","3208.85","0.59664568671383282355"
2024,6,"CC0006","701000","13587.97","15719.03","-2131.06","-0.13557197867807364704"
2024,6,"CC0006","702000","15065.11","14370.53","694.58","0.04833363835571826509"
2024,6,"CC0006","710000","6178.56","5658.03","520.53","0.09199845175794401938"
2024,6,"CC0006","720000","4795.94","5509.69","-713.75","-0.12954449342884989900"
2024,6,"CC0006","730000","6891.14","6722.89","168.25","0.02502643952228877759"
2024,6,"CC0007","600000","2162.36","2321.13","-158.77","-0.06840202832241192867"
2024,6,"CC0007","601000","2438.04","2519.71","-81.67","-0.03241246016406649972"
2024,6,"CC0007","602000","1726.79","2204.02","-477.23","-0.21652707325704848413"
2024,6,"CC0007","610000","3018.25","2845.99","172.26","0.06052726819138507163"
2024,6,"CC0007","611000","3891.15","3744.49","146.66","0.03916688253941124158"
2024,6,"CC0007","620000","4695.02","3818.33","876.69","0.22960037503306419298"
2024,6,"CC0007","630000","2958.00","3542.70","-584.70","-0.16504361080531797781"
2024,6,"CC0007","650000","3301.33","4483.74","-1182.41","-0.26371065226797271920"
2024,6,"CC0007","660000","6154.01","4922.54","1231.47","0.25016962787504012156"
2024,6,"CC0007","670000","5853.51","5702.81","150.70","0.02642556914924396920"
2024,6,"CC0007","680000","6385.76","5229.25","1156.51","0.22116173447435100636"
2024,6,"CC0007","700000","14294.27","14636.97","-342.70","-0.02341331573406244598"
2024,6,"CC0007","701000","22297.68","15628.78","6668.90","0.42670637119468058287"
2024,6,"CC0007","702000","20728.02","18430.58","2297.44","0.12465370053465490505"
2024,6,"CC0007","710000","5837.67","6401.34","-563.67","-0.08805500098416893963"
2024,6,"CC0007","720000","7207.48","7974.34","-766.86","-0.09616595229197651467"
2024,6,"CC0007","730000","6616.57","7061.07","-444.50","-0.06295079924147473400"
2024,6,"CC0008","600000","3572.43","2827.56","744.87","0.26343207571192123244"
2024,6,"CC0008","601000","2225.95","2844.31","-618.36","-0.21740246316329795275"
2024,6,"CC0008","602000","3146.50","3291.79","-145.29","-0.04413708043344198749"
2024,6,"CC0008","610000","3212.73","3153.38","59.35","0.01882107452955241677"
2024,6,"CC0008","611000","3196.20","3389.99","-193.79","-0.05716536036979460116"
2024,6,"CC0008","620000","3825.97","4240.35","-414.38","-0.09772306531300482272"
2024,6,"CC0008","630000","4963.08","4234.26","728.82","0.17212452707202675320"
2024,6,"CC0008","640000","3820.12","4020.77","-200.65","-0.04990337671640009252"
2024,6,"CC0008","650000","3782.32","4254.48","-472.16","-0.11097948515447246197"
2024,6,"CC0008","660000","4050.28","4373.58","-323.30","-0.07392113554570854998"
2024,6,"CC0008","680000","5089.78","6186.93","-1097.15","-0.17733350789486869902"
2024,6,"CC0008","700000","11314.93","13034.90","-1719.97","-0.13195114653737274548"
2024,6,"CC0008","701000","18873.49","16471.25","2402.24","0.14584442589360248919"
2024,6,"CC0008","710000","6955.31","6042.99","912.32","0.15097162166410998529"
2024,6,"CC0008","720000","6911.25","6908.58","2.67","0.00038647594730031352"
2024,6,"CC0008","730000","9633.01","8435.49","1197.52","0.14196211482676169375"
2024,6,"CC0009","600000","2421.15","2705.65","-284.50","-0.10515033356125145529"
2024,6,"CC0009","601000","2019.78","3050.43","-1030.65","-0.33787039859954170396"
2024,6,"CC0009","602000","3427.45","3255.71","171.74","0.05275039853058165500"
2024,6,"CC0009","610000","3734.23","3626.66","107.57","0.02966090011194873520"
2024,6,"CC0009","611000","3635.66","4079.56","-443.90","-0.10881075410093245350"
2024,6,"CC0009","630000","4420.87","4768.09","-347.22","-0.07282161200816259760"
2024,6,"CC0009","640000","3943.68","4887.50","-943.82","-0.19310895140664961637"
2024,6,"CC0009","650000","5414.65","5142.14","272.51","0.05299544547600804334"
2024,6,"CC0009","660000","3811.99","5111.80","-1299.81","-0.25427638014006807778"
2024,6,"CC0009","680000","5271.11","5693.01","-421.90","-0.07410842419036678313"
2024,6,"CC0009","700000","15926.02","16321.25","-395.23","-0.02421566975568660489"
2024,6,"CC0009","701000","18619.98","18070.65","549.33","0.03039901719085921093"
2024,6,"CC0009","702000","21919.48","19485.11","2434.37","0.12493488617718863276"
2024,6,"CC0009","710000","6675.36","6537.95","137.41","0.02101729135279407154"
2024,6,"CC0009","720000","5333.21","7186.63","-1853.42","-0.25789834734778331429"
2024,6,"CC0009","730000","6942.38","7443.41","-501.03","-0.06731189065226824802"
2024,6,"CC0010","600000","2398.75","3040.53","-641.78","-0.21107504283792628259"
2024,6,"CC0010","601000","2401.52","3153.70","-752.18","-0.23850715033135681897"
2024,6,"CC0010","602000","3437.43","3338.41","99.02","0.02966082656114737255"
2024,6,"CC0010","610000","3918.63","3867.75","50.88","0.01315493503975179368"
2024,6,"CC0010","611000","3318.25","3361.27","-43.02","-0.01279873381192227938"
2024,6,"CC0010","620000","4634.43","5063.93","-429.50","-0.08481554839818085953"
2024,6,"CC0010","630000","5142.25","4739.28","402.97","0.08502768352998767745"
2024,6,"CC0010","650000","8353.95","5570.48","2783.47","0.49968225359394522555"
2024,6,"CC0010","660000","6973.30","6065.42","907.88","0.14968130813694682314"
2024,6,"CC0010","670000","4544.06","5178.04","-633.98","-0.12243628863430950707"
2024,6,"CC0010","680000","6552.86","6412.84","140.02","0.02183431989570923335"
2024,6,"CC0010","700000","18754.49","19536.20","-781.71","-0.04001341100111587719"
2024,6,"CC0010","701000","13352.36","15673.14","-2320.78","-0.14807371081991228305"
2024,6,"CC0010","702000","16895.48","15136.67","1758.81","0.11619530583675273359"
2024,6,"CC0010","710000","7629.26","7458.07","171.19","0.02295365959289735816"
2024,6,"CC0010","720000","8556.12","7804.43","751.69","0.09631581037948959757"
2024,6,"CC0010","730000","5844.37","7967.22","-2122.85","-0.26644802076508493552"
2024,6,"CC0011","600000","3337.39","3135.68","201.71","0.06432735483212572712"
2024,6,"CC0011","601000","3391.33","3535.47","-144.14","-0.04076968550150333619"
2024,6,"CC0011","602000","4405.44","3517.13","888.31","0.25256672343643823231"
2024,6,"CC0011","610000","3337.41","3238.39","99.02","0.03057692248308573087"
2024,6,"CC0011","611000","4839.63","4454.54","385.09","0.08644888136597718283"
2024,6,"CC0011","620000","5186.09","4697.99","488.10","0.10389549573328168004"
2024,6,"CC0011","630000","5145.14","5310.74","-165.60","-0.03118209515058165152"
2024,6,"CC0011","640000","4938.49","6109.58","-1171.09","-0.19168093387761515522"
2024,6,"CC0011","650000","6670.16","5173.22","1496.94","0.28936329790729951558"
2024,6,"CC0011","660000","6988.65","6299.09","689.56","0.10946978055560406344"
2024,6,"CC0011","670000","7303.93","5814.93","1489.00","0.25606499132405721135"
2024,6,"CC0011","680000","9559.78","7425.40","2134.38","0.28744310070837934657"
2024,6,"CC0011","700000","21596.25","19811.87","1784.38","0.09006620778351563987"
2024,6,"CC0011","701000","20836.03","19306.55","1529.48","0.07922078258414890283"
2024,6,"CC0011","702000","21237.06","19989.85","1247.21","0.06239216402324179521"
2024,6,"CC0011","710000","6822.44","6843.56","-21.12","-0.00308611307565068473"
2024,6,"CC0011","720000","8939.05","7785.40","1153.65","0.14818121098466360110"
2024,6,"CC0011","730000","9970.57","9041.49","929.08","0.10275739949941879049"
2024,6,"CC0012","600000","4339.58","3119.68","1219.90","0.39103369576366806852"
2024,6,"CC0012","601000","4549.58","2956.06","1593.52","0.53906889575989661915"
2024,6,"CC0012","602000","3207.00","3519.07","-312.07","-0.08867967957443301781"
2024,6,"CC0012","610000","3278.17","3900.89","-622.72","-0.15963536526279900228"
2024,6,"CC0012","611000","4964.73","4317.04","647.69","0.15003103978652039360"
2024,6,"CC0012","620000","4514.57","4561.39","-46.82","-0.01026441501384446408"
2024,6,"CC0012","630000","4464.66","4857.90","-393.24","-0.08094855801889705428"
2024,6,"CC0012","650000","7427.24","6250.09","1177.15","0.18834128788545444946"
