posting_date,fiscal_year,fiscal_period,gl_account,cost_center_id,actual_amount,document_type
2024-05-20,2024,5,680000,CC0005,1181.36,KR
2024-05-20,2024,5,680000,CC0005,165.16,RE
2024-05-27,2024,5,680000,CC0005,794.97,SA
2024-05-06,2024,5,680000,CC0005,1653.36,SA
2024-05-25,2024,5,680000,CC0005,1023.28,AB
2024-05-16,2024,5,680000,CC0006,297.61,AB
2024-05-12,2024,5,680000,CC0006,52.5,KA
2024-05-13,2024,5,680000,CC0006,1440.87,AB
2024-05-08,2024,5,680000,CC0006,554.02,AB
2024-05-29,2024,5,680000,CC0006,775.89,KA
2024-05-18,2024,5,680000,CC0006,79.74,KA
2024-05-25,2024,5,680000,CC0006,3176.3,KR
2024-05-02,2024,5,680000,CC0007,2416.33,AB
2024-05-20,2024,5,680000,CC0007,590.54,RE
2024-05-14,2024,5,680000,CC0007,2716.26,SA
2024-05-02,2024,5,680000,CC0008,868.85,AB
2024-05-22,2024,5,680000,CC0008,1592.66,RE
2024-05-11,2024,5,680000,CC0008,1080.69,KR
2024-05-18,2024,5,680000,CC0008,2582.04,KA
2024-05-11,2024,5,680000,CC0009,3388.17,SA
2024-05-15,2024,5,680000,CC0010,5483.21,SA
2024-05-13,2024,5,680000,CC0011,1012.18,SA
2024-05-03,2024,5,680000,CC0011,1377.37,SA
2024-05-16,2024,5,680000,CC0011,2820.85,KR
2024-05-11,2024,5,680000,CC0011,2040.13,AB
2024-05-31,2024,5,680000,CC0012,1171.32,KA
2024-05-08,2024,5,680000,CC0012,1347.73,AB
2024-05-08,2024,5,680000,CC0012,3666.59,AB
2024-05-17,2024,5,680000,CC0012,307.74,SA
2024-05-23,2024,5,700000,CC0001,1389.3,AB
2024-05-03,2024,5,700000,CC0001,2725.51,RE
2024-05-03,2024,5,700000,CC0001,4896.42,AB
2024-05-15,2024,5,700000,CC0003,9589.32,KA
2024-05-23,2024,5,700000,CC0004,9523.01,KA
2024-05-12,2024,5,700000,CC0007,932.65,AB
2024-05-16,2024,5,700000,CC0007,13345.18,KA
2024-05-24,2024,5,700000,CC0007,3745.26,KR
2024-05-11,2024,5,700000,CC0007,874.68,AB
2024-05-09,2024,5,700000,CC0009,7213.83,KR
2024-05-07,2024,5,700000,CC0009,7369.13,RE
2024-05-19,2024,5,700000,CC0009,2989.51,AB
2024-05-23,2024,5,700000,CC0009,735.71,KA
2024-05-04,2024,5,700000,CC0012,8213.17,RE
2024-05-29,2024,5,700000,CC0012,13345.61,RE
2024-05-09,2024,5,701000,CC0002,11187.07,AB
2024-05-24,2024,5,701000,CC0003,10972.59,KR
2024-05-28,2024,5,701000,CC0007,17205.63,KR
2024-05-13,2024,5,701000,CC0008,5731.32,KR
2024-05-26,2024,5,701000,CC0008,224.07,KR
2024-05-05,2024,5,701000,CC0008,5698.35,AB
2024-05-21,2024,5,701000,CC0008,2209.37,KA
2024-05-28,2024,5,701000,CC0009,10876.94,KA
2024-05-30,2024,5,701000,CC0009,1671.99,RE
2024-05-10,2024,5,701000,CC0011,859.63,AB
2024-05-29,2024,5,701000,CC0011,13617.57,SA
2024-05-07,2024,5,701000,CC0012,17914.47,AB
2024-05-05,2024,5,702000,CC0001,5691.33,AB
2024-05-05,2024,5,702000,CC0001,5033.91,KR
2024-05-13,2024,5,702000,CC0001,822.94,KA
2024-05-21,2024,5,702000,CC0002,10509.5,AB
2024-05-12,2024,5,702000,CC0003,383.37,AB
2024-05-07,2024,5,702000,CC0003,964.56,KA
2024-05-03,2024,5,702000,CC0003,5617.91,AB
2024-05-01,2024,5,702000,CC0003,441.64,KA
2024-05-23,2024,5,702000,CC0003,1333.99,KR
2024-05-27,2024,5,702000,CC0003,2708.75,SA
2024-05-21,2024,5,702000,CC0003,5.76,KA
2024-05-23,2024,5,702000,CC0004,9112.72,KR
2024-05-30,2024,5,702000,CC0005,14025.96,RE
2024-05-18,2024,5,702000,CC0006,225.38,RE
2024-05-14,2024,5,702000,CC0006,11231.35,RE
2024-05-06,2024,5,702000,CC0006,774.68,KA
2024-05-28,2024,5,702000,CC0010,16935.1,AB
2024-05-23,2024,5,702000,CC0010,3029.84,RE
2024-05-14,2024,5,702000,CC0012,5797.71,AB
2024-05-14,2024,5,702000,CC0012,12098.59,RE
2024-05-11,2024,5,710000,CC0001,152.4,KR
2024-05-01,2024,5,710000,CC0001,369.81,AB
2024-05-09,2024,5,710000,CC0001,1541.09,RE
2024-05-27,2024,5,710000,CC0001,213.94,KR
2024-05-24,2024,5,710000,CC0001,109.23,AB
2024-05-11,2024,5,710000,CC0001,1071.37,AB
2024-05-01,2024,5,710000,CC0002,894.54,KA
2024-05-28,2024,5,710000,CC0002,2569.99,SA
2024-05-30,2024,5,710000,CC0003,2525.62,KR
2024-05-20,2024,5,710000,CC0003,3707.48,KA
2024-05-05,2024,5,710000,CC0004,1434.83,SA
2024-05-02,2024,5,710000,CC0004,567.76,KR
2024-05-23,2024,5,710000,CC0004,666.95,SA
2024-05-01,2024,5,710000,CC0004,541.81,AB
2024-05-28,2024,5,710000,CC0004,720.16,KR
2024-05-23,2024,5,710000,CC0005,1725.32,AB
2024-05-03,2024,5,710000,CC0005,1170.21,SA
2024-05-11,2024,5,710000,CC0005,2772.02,KA
2024-05-16,2024,5,710000,CC0006,1118.4,RE
2024-05-24,2024,5,710000,CC0006,4644.16,SA
2024-05-12,2024,5,710000,CC0006,461.17,KA
2024-05-23,2024,5,710000,CC0007,1445.53,AB
2024-05-29,2024,5,710000,CC0007,735.71,AB
2024-05-09,2024,5,710000,CC0007,4649.02,AB
2024-05-07,2024,5,710000,CC0008,4348.75,RE
2024-05-12,2024,5,710000,CC0008,454.41,KA
2024-05-14,2024,5,710000,CC0008,478.22,KR
2024-05-02,2024,5,710000,CC0008,563.94,AB
2024-05-18,2024,5,710000,CC0009,496.01,AB
2024-05-04,2024,5,710000,CC0009,6238.9,KA
2024-05-21,2024,5,710000,CC0010,6867.92,SA
2024-05-26,2024,5,710000,CC0011,11026.4,RE
2024-05-29,2024,5,710000,CC0012,7187.07,KR
2024-05-29,2024,5,710000,CC0012,1142.51,KA
2024-05-13,2024,5,720000,CC0001,462.1,AB
2024-05-02,2024,5,720000,CC0001,2924.64,RE
2024-05-02,2024,5,720000,CC0001,193.28,KR
2024-05-13,2024,5,720000,CC0001,189.02,RE
2024-05-01,2024,5,720000,CC0001,1079.12,AB
2024-05-25,2024,5,720000,CC0002,158.86,SA
2024-05-24,2024,5,720000,CC0002,210.73,AB
2024-05-19,2024,5,720000,CC0002,1227.96,AB
2024-05-28,2024,5,720000,CC0002,358.92,SA
2024-05-25,2024,5,720000,CC0002,186.45,RE
2024-05-28,2024,5,720000,CC0002,1374.52,RE
2024-05-09,2024,5,720000,CC0002,543.82,RE
2024-05-06,2024,5,720000,CC0003,1793.07,KA
2024-05-05,2024,5,720000,CC0003,603.08,SA
2024-05-03,2024,5,720000,CC0003,1294.61,KA
2024-05-22,2024,5,720000,CC0004,1127.59,AB
2024-05-29,2024,5,720000,CC0004,534.25,AB
2024-05-04,2024,5,720000,CC0004,2243.29,KA
2024-05-26,2024,5,720000,CC0005,386.62,AB
2024-05-04,2024,5,720000,CC0005,720.59,KA
2024-05-23,2024,5,720000,CC0005,1591.92,AB
2024-05-26,2024,5,720000,CC0005,282.62,SA
2024-05-21,2024,5,720000,CC0005,3011.58,AB
2024-05-21,2024,5,720000,CC0005,270.8,AB
2024-05-05,2024,5,720000,CC0005,227.61,SA
2024-05-21,2024,5,720000,CC0006,4242.06,AB
2024-05-29,2024,5,720000,CC0006,671.87,SA
2024-05-09,2024,5,720000,CC0007,103.18,AB
2024-05-09,2024,5,720000,CC0007,7017.41,KR
2024-05-10,2024,5,720000,CC0007,1675.35,RE
2024-05-27,2024,5,720000,CC0007,170.17,AB
2024-05-18,2024,5,720000,CC0008,176.11,KA
2024-05-04,2024,5,720000,CC0008,4546.51,AB
2024-05-05,2024,5,720000,CC0008,1898.25,SA
2024-05-22,2024,5,720000,CC0009,856.7,KA
2024-05-03,2024,5,720000,CC0009,1802.69,KA
2024-05-03,2024,5,720000,CC0009,594.62,KR
2024-05-08,2024,5,720000,CC0009,2600.62,AB
2024-05-17,2024,5,720000,CC0009,781.28,KA
2024-05-10,2024,5,720000,CC0009,80.87,AB
2024-05-28,2024,5,720000,CC0009,461.6,KR
2024-05-27,2024,5,720000,CC0010,2177.76,RE
2024-05-09,2024,5,720000,CC0010,589.42,RE
2024-05-20,2024,5,720000,CC0010,318.03,KR
2024-05-27,2024,5,720000,CC0010,705.12,AB
2024-05-19,2024,5,720000,CC0010,2695.55,RE
2024-05-25,2024,5,720000,CC0010,1115.29,KR
2024-05-25,2024,5,720000,CC0010,228.6,KR
2024-05-19,2024,5,720000,CC0011,3711.54,AB
2024-05-12,2024,5,720000,CC0011,319.32,AB
2024-05-28,2024,5,720000,CC0011,4134.35,KA
2024-05-12,2024,5,720000,CC0012,11144.86,KA
2024-05-30,2024,5,730000,CC0001,2842.13,SA
2024-05-18,2024,5,730000,CC0002,5654.46,KA
2024-05-12,2024,5,730000,CC0003,4935.95,KA
2024-05-01,2024,5,730000,CC0004,2476.06,RE
2024-05-25,2024,5,730000,CC0004,633.39,KA
2024-05-03,2024,5,730000,CC0004,2195.49,KR
2024-05-18,2024,5,730000,CC0004,765.7,RE
2024-05-09,2024,5,730000,CC0005,5406.9,RE
2024-05-07,2024,5,730000,CC0006,4517.29,SA
2024-05-31,2024,5,730000,CC0006,841.64,RE
2024-05-18,2024,5,730000,CC0006,1201.88,SA
2024-05-07,2024,5,730000,CC0007,661.2,KA
2024-05-04,2024,5,730000,CC0007,2172.25,SA
2024-05-20,2024,5,730000,CC0007,151.5,KA
2024-05-15,2024,5,730000,CC0007,1085.26,RE
2024-05-05,2024,5,730000,CC0007,572.44,AB
2024-05-23,2024,5,730000,CC0008,788.45,RE
2024-05-10,2024,5,730000,CC0008,1129.32,SA
2024-05-27,2024,5,730000,CC0008,1070.36,SA
2024-05-28,2024,5,730000,CC0008,1234.99,KA
2024-05-19,2024,5,730000,CC0008,925.79,AB
2024-05-20,2024,5,730000,CC0008,570.55,AB
2024-05-04,2024,5,730000,CC0009,4451.73,KR
2024-05-07,2024,5,730000,CC0009,4229.98,KA
2024-05-15,2024,5,730000,CC0010,2128.38,SA
2024-05-18,2024,5,730000,CC0010,187.77,AB
2024-05-17,2024,5,730000,CC0010,83.83,KR
2024-05-23,2024,5,730000,CC0010,2295.84,RE
2024-05-19,2024,5,730000,CC0010,44.06,KA
2024-05-13,2024,5,730000,CC0010,1294.67,KA
2024-05-14,2024,5,730000,CC0010,3956.2,KA
2024-05-28,2024,5,730000,CC0011,1664.11,KA
2024-05-12,2024,5,730000,CC0011,144.16,KR
2024-05-16,2024,5,730000,CC0011,2979.49,RE
2024-05-25,2024,5,730000,CC0011,1237.88,KR
2024-05-01,2024,5,730000,CC0011,633.65,KR
2024-05-09,2024,5,730000,CC0012,4716.25,KA
2024-05-04,2024,5,730000,CC0012,115.05,SA
2024-05-01,2024,5,730000,CC0012,2410.91,KA
2024-05-31,2024,5,730000,CC0012,2188.09,AB
2024-05-19,2024,5,730000,CC0012,495.93,KA
2024-05-25,2024,5,730000,CC0012,122.97,KR
2024-06-18,2024,6,600000,CC0001,528.5,RE
2024-06-14,2024,6,600000,CC0001,520.78,KR
2024-06-27,2024,6,600000,CC0001,1.94,KR
2024-06-07,2024,6,600000,CC0001,63.54,KR
2024-06-25,2024,6,600000,CC0001,529.54,KR
2024-06-12,2024,6,600000,CC0002,27.88,AB
2024-06-02,2024,6,600000,CC0002,997.25,AB
2024-06-02,2024,6,600000,CC0002,842.0,RE
2024-06-12,2024,6,600000,CC0002,220.31,KA
2024-06-21,2024,6,600000,CC0003,116.35,SA
2024-06-23,2024,6,600000,CC0003,722.86,KA
2024-06-20,2024,6,600000,CC0003,406.96,RE
2024-06-20,2024,6,600000,CC0003,305.1,KA
2024-06-13,2024,6,600000,CC0004,1048.83,AB
2024-06-15,2024,6,600000,CC0004,60.38,SA
2024-06-24,2024,6,600000,CC0004,514.17,AB
2024-06-24,2024,6,600000,CC0004,381.03,KR
2024-06-16,2024,6,600000,CC0005,2446.56,AB
2024-06-04,2024,6,600000,CC0006,2047.73,RE
2024-06-30,2024,6,600000,CC0007,99.18,RE
2024-06-28,2024,6,600000,CC0007,12.24,KR
2024-06-28,2024,6,600000,CC0007,126.06,KR
2024-06-15,2024,6,600000,CC0007,133.63,RE
2024-06-09,2024,6,600000,CC0007,1522.24,KR
2024-06-19,2024,6,600000,CC0007,139.86,KA
2024-06-27,2024,6,600000,CC0007,47.88,KA
2024-06-14,2024,6,600000,CC0007,81.27,KA
2024-06-30,2024,6,600000,CC0008,2476.42,KR
2024-06-03,2024,6,600000,CC0008,478.5,KR
2024-06-30,2024,6,600000,CC0008,126.93,SA
2024-06-30,2024,6,600000,CC0008,490.58,KA
2024-06-25,2024,6,600000,CC0009,1747.32,KA
2024-06-16,2024,6,600000,CC0009,673.83,AB
2024-06-22,2024,6,600000,CC0010,304.42,AB
2024-06-07,2024,6,600000,CC0010,2094.33,AB
2024-06-25,2024,6,600000,CC0011,1686.51,KR
2024-06-10,2024,6,600000,CC0011,968.6,KA
2024-06-20,2024,6,600000,CC0011,682.28,KA
2024-06-19,2024,6,600000,CC0012,592.69,SA
2024-06-30,2024,6,600000,CC0012,460.14,KA
2024-06-26,2024,6,600000,CC0012,3286.75,KR
2024-06-02,2024,6,601000,CC0001,582.46,KR
2024-06-29,2024,6,601000,CC0001,277.92,KA
2024-06-06,2024,6,601000,CC0001,355.8,SA
2024-06-29,2024,6,601000,CC0002,17.21,RE
2024-06-19,2024,6,601000,CC0002,744.05,SA
2024-06-19,2024,6,601000,CC0002,95.11,KR
2024-06-20,2024,6,601000,CC0002,47.47,RE
2024-06-06,2024,6,601000,CC0002,335.33,KA
2024-06-26,2024,6,601000,CC0002,205.66,AB
2024-06-11,2024,6,601000,CC0002,219.38,KA
2024-06-20,2024,6,601000,CC0002,198.72,KA
2024-06-10,2024,6,601000,CC0003,1254.77,AB
2024-06-17,2024,6,601000,CC0003,668.09,KR
2024-06-11,2024,6,601000,CC0004,18.99,KA
2024-06-24,2024,6,601000,CC0004,160.11,KA
2024-06-14,2024,6,601000,CC0004,147.97,RE
2024-06-10,2024,6,601000,CC0004,918.31,AB
2024-06-12,2024,6,601000,CC0004,645.4,KA
2024-06-15,2024,6,601000,CC0004,321.41,RE
2024-06-19,2024,6,601000,CC0004,223.72,SA
2024-06-16,2024,6,601000,CC0005,395.69,RE
2024-06-04,2024,6,601000,CC0005,792.36,KA
2024-06-15,2024,6,601000,CC0005,438.68,SA
2024-06-27,2024,6,601000,CC0005,1281.64,SA
2024-06-17,2024,6,601000,CC0006,2193.21,KA
2024-06-28,2024,6,601000,CC0006,1136.66,RE
2024-06-15,2024,6,601000,CC0007,55.25,AB
2024-06-10,2024,6,601000,CC0007,361.03,KR
2024-06-05,2024,6,601000,CC0007,794.72,RE
2024-06-30,2024,6,601000,CC0007,25.84,KR
2024-06-18,2024,6,601000,CC0007,80.83,KR
2024-06-12,2024,6,601000,CC0007,804.92,KR
2024-06-11,2024,6,601000,CC0007,315.45,SA
2024-06-24,2024,6,601000,CC0008,42.36,KA
2024-06-06,2024,6,601000,CC0008,141.72,KA
2024-06-10,2024,6,601000,CC0008,985.17,KA
2024-06-21,2024,6,601000,CC0008,257.1,RE
2024-06-29,2024,6,601000,CC0008,799.6,RE
2024-06-09,2024,6,601000,CC0009,68.53,AB
2024-06-12,2024,6,601000,CC0009,121.31,KA
2024-06-15,2024,6,601000,CC0009,62.14,SA
2024-06-04,2024,6,601000,CC0009,489.12,RE
2024-06-10,2024,6,601000,CC0009,925.76,AB
2024-06-05,2024,6,601000,CC0009,352.92,SA
2024-06-30,2024,6,601000,CC0010,1120.07,SA
2024-06-09,2024,6,601000,CC0010,260.27,RE
2024-06-13,2024,6,601000,CC0010,645.65,KA
2024-06-12,2024,6,601000,CC0010,375.53,SA
2024-06-12,2024,6,601000,CC0011,1407.71,AB
2024-06-04,2024,6,601000,CC0011,1983.62,KR
2024-06-02,2024,6,601000,CC0012,2082.01,AB
2024-06-17,2024,6,601000,CC0012,1072.58,RE
2024-06-08,2024,6,601000,CC0012,1308.75,KA
2024-06-13,2024,6,601000,CC0012,86.24,KR
2024-06-02,2024,6,602000,CC0001,17.12,KR
2024-06-18,2024,6,602000,CC0001,2067.62,RE
2024-06-17,2024,6,602000,CC0001,168.16,KA
2024-06-08,2024,6,602000,CC0001,534.45,AB
2024-06-13,2024,6,602000,CC0002,1944.39,KA
2024-06-02,2024,6,602000,CC0002,643.32,SA
2024-06-06,2024,6,602000,CC0002,469.91,SA
2024-06-18,2024,6,602000,CC0003,865.85,SA
2024-06-06,2024,6,602000,CC0003,21.44,AB
2024-06-19,2024,6,602000,CC0003,652.03,KR
2024-06-13,2024,6,602000,CC0003,409.06,KA
2024-06-11,2024,6,602000,CC0004,43.56,AB
2024-06-20,2024,6,602000,CC0004,162.2,KA
2024-06-30,2024,6,602000,CC0004,557.85,RE
2024-06-06,2024,6,602000,CC0004,132.53,RE
2024-06-29,2024,6,602000,CC0004,476.42,KA
2024-06-30,2024,6,602000,CC0004,347.26,RE
2024-06-28,2024,6,602000,CC0005,222.76,KR
2024-06-09,2024,6,602000,CC0005,1004.14,RE
2024-06-18,2024,6,602000,CC0005,107.58,SA
2024-06-28,2024,6,602000,CC0005,1486.71,KR
2024-06-15,2024,6,602000,CC0006,432.1,RE
2024-06-29,2024,6,602000,CC0006,49.51,KA
2024-06-04,2024,6,602000,CC0006,1324.13,KA
2024-06-13,2024,6,602000,CC0006,549.17,SA
2024-06-26,2024,6,602000,CC0006,885.87,AB
2024-06-13,2024,6,602000,CC0007,225.3,SA
2024-06-07,2024,6,602000,CC0007,98.8,KR
2024-06-26,2024,6,602000,CC0007,194.61,KR
2024-06-27,2024,6,602000,CC0007,929.5,KA
2024-06-03,2024,6,602000,CC0007,278.58,AB
2024-06-10,2024,6,602000,CC0008,599.33,RE
2024-06-28,2024,6,602000,CC0008,130.65,AB
2024-06-03,2024,6,602000,CC0008,165.62,SA
2024-06-27,2024,6,602000,CC0008,1506.8,KA
2024-06-27,2024,6,602000,CC0008,229.39,AB
2024-06-08,2024,6,602000,CC0008,514.71,SA
2024-06-01,2024,6,602000,CC0009,653.97,AB
2024-06-24,2024,6,602000,CC0009,125.83,KR
2024-06-27,2024,6,602000,CC0009,653.09,AB
2024-06-20,2024,6,602000,CC0009,696.85,KR
2024-06-22,2024,6,602000,CC0009,277.01,AB
2024-06-03,2024,6,602000,CC0009,972.74,AB
2024-06-17,2024,6,602000,CC0009,47.96,RE
2024-06-12,2024,6,602000,CC0010,1495.8,RE
2024-06-02,2024,6,602000,CC0010,373.23,KA
2024-06-16,2024,6,602000,CC0010,1379.08,KA
2024-06-11,2024,6,602000,CC0010,189.32,RE
2024-06-25,2024,6,602000,CC0011,2462.9,KR
2024-06-05,2024,6,602000,CC0011,1942.54,KA
2024-06-21,2024,6,602000,CC0012,251.73,RE
2024-06-11,2024,6,602000,CC0012,2955.27,RE
2024-06-23,2024,6,610000,CC0001,290.3,KA
2024-06-30,2024,6,610000,CC0001,437.53,SA
2024-06-28,2024,6,610000,CC0001,419.36,KA
2024-06-14,2024,6,610000,CC0001,325.71,KR
2024-06-21,2024,6,610000,CC0001,82.92,RE
2024-06-27,2024,6,610000,CC0002,2560.39,AB
2024-06-06,2024,6,610000,CC0002,54.6,KA
2024-06-07,2024,6,610000,CC0003,1899.92,SA
2024-06-11,2024,6,610000,CC0003,914.07,KR
2024-06-08,2024,6,610000,CC0004,1147.21,KA
2024-06-09,2024,6,610000,CC0004,931.76,KA
2024-06-11,2024,6,610000,CC0005,1293.07,RE
2024-06-25,2024,6,610000,CC0005,1644.26,AB
2024-06-13,2024,6,610000,CC0006,255.91,KR
2024-06-30,2024,6,610000,CC0006,2536.13,KA
2024-06-24,2024,6,610000,CC0007,3018.25,KR
2024-06-08,2024,6,610000,CC0008,2132.7,AB
2024-06-08,2024,6,610000,CC0008,250.28,SA
2024-06-14,2024,6,610000,CC0008,405.13,KA
2024-06-28,2024,6,610000,CC0008,424.62,SA
2024-06-17,2024,6,610000,CC0009,1362.26,AB
2024-06-02,2024,6,610000,CC0009,9.42,SA
2024-06-21,2024,6,610000,CC0009,520.38,SA
2024-06-28,2024,6,610000,CC0009,873.92,RE
2024-06-08,2024,6,610000,CC0009,19.38,KR
2024-06-05,2024,6,610000,CC0009,948.87,KR
2024-06-26,2024,6,610000,CC0010,341.23,RE
2024-06-14,2024,6,610000,CC0010,953.5,KA
2024-06-29,2024,6,610000,CC0010,57.29,RE
2024-06-08,2024,6,610000,CC0010,3.28,RE
2024-06-30,2024,6,610000,CC0010,2436.87,SA
2024-06-25,2024,6,610000,CC0010,126.46,KR
2024-06-29,2024,6,610000,CC0011,120.18,RE
2024-06-08,2024,6,610000,CC0011,3217.23,AB
2024-06-14,2024,6,610000,CC0012,840.03,KA
2024-06-05,2024,6,610000,CC0012,332.48,KR
2024-06-09,2024,6,610000,CC0012,2105.66,KR
2024-06-01,2024,6,611000,CC0001,1727.98,AB
2024-06-13,2024,6,611000,CC0001,392.57,KR
2024-06-13,2024,6,611000,CC0002,98.8,RE
2024-06-12,2024,6,611000,CC0002,1382.17,KR
2024-06-26,2024,6,611000,CC0002,113.1,AB
2024-06-13,2024,6,611000,CC0003,651.45,KR
2024-06-30,2024,6,611000,CC0003,415.74,SA
2024-06-30,2024,6,611000,CC0003,1293.45,KA
2024-06-06,2024,6,611000,CC0003,348.95,RE
2024-06-27,2024,6,611000,CC0004,418.49,AB
2024-06-12,2024,6,611000,CC0004,221.87,SA
2024-06-07,2024,6,611000,CC0004,599.91,RE
2024-06-26,2024,6,611000,CC0004,85.01,AB
2024-06-15,2024,6,611000,CC0004,326.89,RE
2024-06-03,2024,6,611000,CC0004,930.87,SA
2024-06-13,2024,6,611000,CC0005,1198.94,KR
2024-06-02,2024,6,611000,CC0005,1014.18,KR
2024-06-12,2024,6,611000,CC0005,462.73,AB
2024-06-19,2024,6,611000,CC0005,888.64,SA
2024-06-25,2024,6,611000,CC0006,59.98,SA
2024-06-28,2024,6,611000,CC0006,1220.85,KA
2024-06-01,2024,6,611000,CC0006,1532.56,KA
2024-06-27,2024,6,611000,CC0006,281.17,AB
2024-06-22,2024,6,611000,CC0006,523.68,RE
2024-06-26,2024,6,611000,CC0006,318.8,RE
2024-06-20,2024,6,611000,CC0007,182.14,KA
2024-06-30,2024,6,611000,CC0007,996.22,KR
2024-06-22,2024,6,611000,CC0007,326.9,RE
2024-06-29,2024,6,611000,CC0007,503.65,RE
2024-06-02,2024,6,611000,CC0007,990.06,KA
2024-06-27,2024,6,611000,CC0007,196.45,AB
2024-06-04,2024,6,611000,CC0007,695.73,RE
2024-06-22,2024,6,611000,CC0008,1603.37,SA
2024-06-18,2024,6,611000,CC0008,1592.83,SA
2024-06-05,2024,6,611000,CC0009,810.99,KR
2024-06-05,2024,6,611000,CC0009,2824.67,AB
2024-06-20,2024,6,611000,CC0010,921.02,RE
2024-06-25,2024,6,611000,CC0010,966.25,KA
2024-06-17,2024,6,611000,CC0010,168.63,AB
2024-06-06,2024,6,611000,CC0010,526.5,AB
2024-06-28,2024,6,611000,CC0010,735.85,AB
2024-06-29,2024,6,611000,CC0011,608.48,SA
2024-06-10,2024,6,611000,CC0011,1943.16,RE
2024-06-24,2024,6,611000,CC0011,708.8,KA
2024-06-24,2024,6,611000,CC0011,183.11,AB
2024-06-14,2024,6,611000,CC0011,1396.08,SA
2024-06-12,2024,6,611000,CC0012,877.98,KA
2024-06-02,2024,6,611000,CC0012,4086.75,RE
2024-06-01,2024,6,620000,CC0004,33.35,KA
2024-06-24,2024,6,620000,CC0004,582.53,SA
2024-06-22,2024,6,620000,CC0004,436.6,SA
2024-06-10,2024,6,620000,CC0004,50.13,SA
2024-06-22,2024,6,620000,CC0004,65.86,AB
2024-06-18,2024,6,620000,CC0004,152.47,KA
2024-06-25,2024,6,620000,CC0004,401.86,SA
2024-06-03,2024,6,620000,CC0004,392.89,SA
2024-06-06,2024,6,620000,CC0004,26.51,AB
2024-06-25,2024,6,620000,CC0004,224.11,AB
2024-06-12,2024,6,620000,CC0004,139.46,AB
2024-06-26,2024,6,620000,CC0006,2423.14,SA
2024-06-19,2024,6,620000,CC0006,669.35,AB
2024-06-24,2024,6,620000,CC0006,1003.63,AB
2024-06-15,2024,6,620000,CC0006,637.85,SA
2024-06-26,2024,6,620000,CC0007,4464.27,KA
2024-06-24,2024,6,620000,CC0007,89.03,SA
2024-06-13,2024,6,620000,CC0007,141.72,AB
2024-06-13,2024,6,620000,CC0008,654.81,SA
2024-06-30,2024,6,620000,CC0008,2715.12,AB
2024-06-20,2024,6,620000,CC0008,456.04,KR
2024-06-26,2024,6,620000,CC0010,2324.09,KA
2024-06-17,2024,6,620000,CC0010,358.45,KR
2024-06-02,2024,6,620000,CC0010,285.94,AB
2024-06-28,2024,6,620000,CC0010,1665.95,AB
2024-06-16,2024,6,620000,CC0011,375.92,SA
2024-06-11,2024,6,620000,CC0011,1043.18,KA
2024-06-22,2024,6,620000,CC0011,3428.87,AB
2024-06-19,2024,6,620000,CC0011,338.12,KR
2024-06-16,2024,6,620000,CC0012,303.05,AB
2024-06-26,2024,6,620000,CC0012,190.78,SA
2024-06-08,2024,6,620000,CC0012,1426.9,SA
2024-06-23,2024,6,620000,CC0012,464.65,SA
2024-06-04,2024,6,620000,CC0012,126.69,KA
2024-06-18,2024,6,620000,CC0012,543.94,SA
2024-06-02,2024,6,620000,CC0012,72.49,SA
2024-06-30,2024,6,620000,CC0012,32.95,KA
2024-06-26,2024,6,620000,CC0012,1346.01,AB
2024-06-08,2024,6,620000,CC0012,7.11,RE
2024-06-27,2024,6,630000,CC0001,568.09,AB
2024-06-05,2024,6,630000,CC0001,212.1,KA
2024-06-02,2024,6,630000,CC0001,1658.4,AB
2024-06-03,2024,6,630000,CC0002,1113.32,AB
2024-06-19,2024,6,630000,CC0002,1964.91,SA
2024-06-28,2024,6,630000,CC0002,596.29,RE
2024-06-29,2024,6,630000,CC0003,1028.58,KA
2024-06-14,2024,6,630000,CC0003,194.92,KR
2024-06-05,2024,6,630000,CC0003,1140.28,KA
2024-06-25,2024,6,630000,CC0003,890.76,KA
2024-06-04,2024,6,630000,CC0003,126.51,RE
2024-06-14,2024,6,630000,CC0004,2868.06,RE
2024-06-08,2024,6,630000,CC0005,640.68,RE
2024-06-25,2024,6,630000,CC0005,591.83,RE
2024-06-11,2024,6,630000,CC0005,16.24,SA
2024-06-18,2024,6,630000,CC0005,31.99,KR
2024-06-20,2024,6,630000,CC0005,2332.47,AB
2024-06-29,2024,6,630000,CC0005,344.08,SA
2024-06-27,2024,6,630000,CC0006,718.18,KA
2024-06-29,2024,6,630000,CC0006,429.74,KA
2024-06-17,2024,6,630000,CC0006,2971.8,RE
2024-06-12,2024,6,630000,CC0007,873.12,KR
2024-06-04,2024,6,630000,CC0007,468.93,RE
2024-06-27,2024,6,630000,CC0007,1563.52,KA
2024-06-23,2024,6,630000,CC0007,52.43,RE
2024-06-18,2024,6,630000,CC0008,2239.11,RE
2024-06-24,2024,6,630000,CC0008,968.68,SA
2024-06-27,2024,6,630000,CC0008,1755.29,KR
2024-06-21,2024,6,630000,CC0009,2739.24,KR
2024-06-18,2024,6,630000,CC0009,309.81,SA
2024-06-15,2024,6,630000,CC0009,257.21,KR
2024-06-22,2024,6,630000,CC0009,534.03,SA
2024-06-22,2024,6,630000,CC0009,580.58,KA
2024-06-08,2024,6,630000,CC0010,1662.29,RE
